,date,provinceNo,PM25,O3,CO,cluster
2423,8/10/2021,33,11,51,450,0
2424,8/10/2021,34,19.45833333,490,3770,1
2425,8/10/2021,35,23.75,276,2110,1
2426,8/10/2021,36,17.29166667,118,590,2
2427,8/10/2021,38,11.33333333,52,540,0
2428,8/10/2021,41,31.04166667,276,2910,1
2429,8/10/2021,43,29.04166667,185,880,2
2430,8/10/2021,47,20.625,78,450,2
2431,8/10/2021,49,9.375,61,420,0
2432,8/10/2021,52,27.58333333,29,1030,2
2433,8/10/2021,53,20.29166667,110,610,2
2434,8/10/2021,54,15.9,20,670,0
2435,8/10/2021,56,9.25,38,350,0
2436,8/10/2021,57,8.708333333,44,290,0
2437,8/10/2021,63,5.666666667,26,180,0
2438,8/10/2021,64,6.958333333,20,200,0
2439,8/10/2021,69,12.58333333,34,200,0
2440,8/10/2021,71,13.83333333,32,180,0
2441,8/10/2021,72,11.125,35,210,0
2442,8/10/2021,73,14.625,25,200,0
2443,8/10/2021,74,8.833333333,35,200,0
2444,8/10/2021,75,33.79257183,325,2830,1
2445,8/10/2021,76,13.94444444,187,870,2
2446,15/10/2021,0,15.19565217,37,300,2
2447,15/10/2021,1,13.27659574,37,360,2
2448,15/10/2021,2,8.782608696,17,290,0
2449,15/10/2021,3,10.86956522,26,290,0
2450,15/10/2021,4,9.391304348,30,280,0
2451,15/10/2021,5,10.65217391,48,240,0
2452,15/10/2021,6,9.414893617,28,280,0
2453,15/10/2021,7,12,32,290,0
2454,15/10/2021,8,8.4,29,320,0
2455,15/10/2021,10,15,32,460,2
2456,15/10/2021,12,3.791666667,30,290,0
2457,15/10/2021,13,9.782608696,54,870,0
2458,15/10/2021,21,3.52173913,41,270,0
2459,15/10/2021,24,5.565217391,31,300,0
2460,15/10/2021,26,4.47826087,22,300,0
2461,15/10/2021,27,7.043478261,23,240,0
2462,15/10/2021,29,5.454545455,31,770,0
2463,15/10/2021,33,9.565217391,10,700,0
2464,15/10/2021,34,10.87234043,37,3510,1
2465,15/10/2021,35,10.52173913,131,3340,1
2466,15/10/2021,36,6.625,76,1680,1
2467,15/10/2021,38,8.208333333,31,480,0
2468,15/10/2021,41,12.51538462,10,860,0
2469,15/10/2021,43,16.91489362,6,2210,2
2470,15/10/2021,45,5.333333333,48,490,0
2471,15/10/2021,47,8.847826087,35,460,0
2472,15/10/2021,49,5.72,28,670,0
2473,15/10/2021,52,14.61702128,28,150,2
2474,15/10/2021,53,11.95833333,39,310,0
2475,15/10/2021,54,8.315436242,23,180,0
2476,15/10/2021,56,4.25,45,280,0
2477,15/10/2021,57,7.652173913,22,330,0
2478,15/10/2021,63,16.73913043,41,220,2
2479,15/10/2021,64,10.52173913,46,210,0
2480,15/10/2021,69,21.60869565,50,200,2
2481,15/10/2021,71,20.60869565,43,220,2
2482,15/10/2021,72,21.91666667,67,380,2
2483,15/10/2021,73,18.2173913,40,200,2
2484,15/10/2021,74,18.77358491,52,310,2
2485,15/10/2021,75,13.92846821,12,3350,1
2486,15/10/2021,76,7.434782609,29,350,0
2487,22/10/2021,0,9.58,26,450,1
2488,22/10/2021,1,8.897959184,29,560,1
2489,22/10/2021,2,9.78,42,440,1
2490,22/10/2021,3,9,30,440,1
2491,22/10/2021,4,10.36,35,460,1
2492,22/10/2021,5,10.12,16,240,1
2493,22/10/2021,6,9.419753086,36,490,1
2494,22/10/2021,7,7.32,31,500,1
2495,22/10/2021,8,9.6,66,520,2
2496,22/10/2021,10,17.625,46,490,1
2497,22/10/2021,12,7.416666667,67,420,2
2498,22/10/2021,13,14.68,41,450,1
2499,22/10/2021,20,5,46,470,1
2500,22/10/2021,21,8.8,77,470,2
2501,22/10/2021,24,6.96,75,420,2
2502,22/10/2021,26,7.48,78,480,2
2503,22/10/2021,27,6.84,30,340,1
2504,22/10/2021,29,6.6,68,1060,2
2505,22/10/2021,33,16.96,62,630,2
2506,22/10/2021,34,15.12244898,18,1140,0
2507,22/10/2021,35,20.28,50,730,0
2508,22/10/2021,36,16.875,45,570,1
2509,22/10/2021,38,12.125,58,660,2
2510,22/10/2021,39,7.32,40,410,1
2511,22/10/2021,40,21.68,44,580,0
2512,22/10/2021,41,25.128,33,610,0
2513,22/10/2021,43,23.65306122,43,980,0
2514,22/10/2021,45,7.92,80,1210,2
2515,22/10/2021,47,14.52,46,480,1
2516,22/10/2021,49,17.16,59,630,2
2517,22/10/2021,52,23.84,15,460,0
2518,22/10/2021,53,18,28,510,1
2519,22/10/2021,54,17.28082192,32,440,1
2520,22/10/2021,56,9.75,38,1520,0
2521,22/10/2021,57,9.48,55,760,2
2522,22/10/2021,63,8.04,27,340,1
2523,22/10/2021,64,14.4,34,500,1
2524,22/10/2021,69,12.4,52,420,1
2525,22/10/2021,71,15.16,31,350,1
2526,22/10/2021,72,17.64,61,360,2
2527,22/10/2021,73,14.10769231,29,460,1
2528,22/10/2021,74,9.28,61,450,2
2529,22/10/2021,75,26.42916094,13,1030,0
2530,22/10/2021,76,17.54794521,27,480,1
2531,1/11/2021,0,10.04166667,35,400,1
2532,1/11/2021,1,9.5,63,460,2
2533,1/11/2021,2,8.390243902,46,330,1
2534,1/11/2021,3,10,39,400,1
2535,1/11/2021,4,10.58333333,33,370,1
2536,1/11/2021,5,12.79166667,25,360,1
2537,1/11/2021,6,10.22727273,34,400,1
2538,1/11/2021,7,10,61,400,2
2539,1/11/2021,8,9.166666667,49,390,2
2540,1/11/2021,10,16,74,380,1
2541,1/11/2021,12,6.125,80,350,2
2542,1/11/2021,13,15.20833333,56,360,1
2543,1/11/2021,20,6.458333333,75,390,2
2544,1/11/2021,21,6.458333333,75,370,2
2545,1/11/2021,24,6,76,390,2
2546,1/11/2021,26,8.75,77,370,2
2547,1/11/2021,27,7.541666667,53,290,1
2548,1/11/2021,29,5.333333333,49,540,2
2549,1/11/2021,33,9.458333333,61,400,2
2550,1/11/2021,34,11.72916667,84,690,0
2551,1/11/2021,35,11.91666667,77,460,2
2552,1/11/2021,36,11.41666667,111,380,2
2553,1/11/2021,38,6.833333333,94,550,2
2554,1/11/2021,39,5.625,36,310,1
2555,1/11/2021,40,16.20833333,74,390,1
2556,1/11/2021,41,17.78985507,87,310,1
2557,1/11/2021,43,21.3125,163,700,0
2558,1/11/2021,45,7.391304348,59,480,2
2559,1/11/2021,47,25.3125,52,340,1
2560,1/11/2021,49,6.416666667,65,370,2
2561,1/11/2021,52,16.22916667,33,250,1
2562,1/11/2021,53,15.5,45,320,1
2563,1/11/2021,54,16.46527778,61,260,1
2564,1/11/2021,56,4.791666667,94,510,2
2565,1/11/2021,57,8.041666667,50,500,2
2566,1/11/2021,63,6.791666667,38,240,1
2567,1/11/2021,64,10.25,37,250,1
2568,1/11/2021,69,14.66666667,50,240,1
2569,1/11/2021,71,7.958333333,34,270,1
2570,1/11/2021,72,13.04166667,59,250,1
2571,1/11/2021,73,9.291666667,33,250,1
2572,1/11/2021,74,8.1875,49,270,1
2573,1/11/2021,75,18.42047128,97,630,0
2574,1/11/2021,76,13.30985915,47,250,1
2575,8/11/2021,0,11.93478261,20,300,2
2576,8/11/2021,1,16.14492754,58,320,2
2577,8/11/2021,2,14.17391304,44,300,2
2578,8/11/2021,3,16.13043478,40,280,2
2579,8/11/2021,4,19.08695652,62,340,2
2580,8/11/2021,5,13.65217391,32,360,2
2581,8/11/2021,6,14.47826087,63,270,2
2582,8/11/2021,7,18.85714286,60,340,2
2583,8/11/2021,8,17.39130435,53,290,2
2584,8/11/2021,10,23.7826087,110,520,0
2585,8/11/2021,12,13.73913043,82,390,1
2586,8/11/2021,13,18.86956522,78,400,1
2587,8/11/2021,20,12.17391304,98,470,1
2588,8/11/2021,21,9.826086957,97,440,1
2589,8/11/2021,24,5,88,410,1
2590,8/11/2021,26,14.69565217,102,510,1
2591,8/11/2021,27,12,74,450,1
2592,8/11/2021,29,13.7826087,71,580,1
2593,8/11/2021,33,18.17391304,69,260,2
2594,8/11/2021,34,15.26086957,82,570,1
2595,8/11/2021,35,15.69565217,75,420,1
2596,8/11/2021,36,15.04347826,83,330,1
2597,8/11/2021,38,16.91304348,73,350,1
2598,8/11/2021,39,9.739130435,81,420,1
2599,8/11/2021,40,18.34782609,65,260,2
2600,8/11/2021,41,21.63333333,85,360,1
2601,8/11/2021,43,27.54347826,141,670,0
2602,8/11/2021,45,14.86956522,93,510,1
2603,8/11/2021,47,22.56521739,55,250,2
2604,8/11/2021,49,13.17391304,66,280,2
2605,8/11/2021,52,19.55319149,30,280,2
2606,8/11/2021,53,17.13043478,51,260,2
2607,8/11/2021,54,21.5,37,360,2
2608,8/11/2021,56,9.47826087,93,490,1
2609,8/11/2021,57,17.06521739,61,540,1
2610,8/11/2021,63,6.130434783,28,250,2
2611,8/11/2021,64,11.26086957,58,240,2
2612,8/11/2021,69,8.782608696,46,220,2
2613,8/11/2021,71,8.739130435,33,280,2
2614,8/11/2021,72,12.52173913,44,270,2
2615,8/11/2021,73,9.608695652,52,230,2
2616,8/11/2021,74,8.675,40,270,2
2617,8/11/2021,75,22.77850399,88,550,0
2618,8/11/2021,76,19.42647059,54,330,2
2619,15/11/2021,0,18.46,68,310,1
2620,15/11/2021,1,21.22891566,98,360,0
2621,15/11/2021,2,21.08,71,320,0
2622,15/11/2021,3,21.08,68,270,1
2623,15/11/2021,4,29.48,67,310,0
2624,15/11/2021,5,12.48,55,220,1
2625,15/11/2021,6,20.53061224,85,280,0
2626,15/11/2021,7,23.36,109,290,0
2627,15/11/2021,8,25.96,86,290,0
2628,15/11/2021,9,19.41666667,102,300,0
2629,15/11/2021,10,32.54166667,106,320,0
2630,15/11/2021,11,21.8,112,340,0
2631,15/11/2021,12,28.33333333,99,310,0
2632,15/11/2021,13,25.68,99,370,0
2633,15/11/2021,15,17.46666667,112,380,0
2634,15/11/2021,19,22.66666667,110,320,0
2635,15/11/2021,20,20.6,94,360,0
2636,15/11/2021,21,22.8,99,280,0
2637,15/11/2021,24,6,96,300,1
2638,15/11/2021,26,23,102,350,0
2639,15/11/2021,27,17,107,340,0
2640,15/11/2021,29,21.76,86,360,0
2641,15/11/2021,33,29.16666667,102,360,0
2642,15/11/2021,34,26.04081633,81,960,2
2643,15/11/2021,35,26.83333333,91,590,0
2644,15/11/2021,36,24.125,130,440,0
2645,15/11/2021,38,29.66666667,120,500,0
2646,15/11/2021,39,19.5,84,250,0
2647,15/11/2021,40,25.875,108,440,0
2648,15/11/2021,41,27.44025157,95,430,0
2649,15/11/2021,43,30.83673469,146,1010,2
2650,15/11/2021,45,23.92,101,440,0
2651,15/11/2021,47,28.46,70,380,0
2652,15/11/2021,49,24.12,107,400,0
2653,15/11/2021,52,22.82,31,300,1
2654,15/11/2021,53,26.72,79,360,0
2655,15/11/2021,54,17.19727891,75,340,1
2656,15/11/2021,56,13.1,156,490,0
2657,15/11/2021,57,25.68,79,310,0
2658,15/11/2021,63,8.92,31,270,1
2659,15/11/2021,64,9.32,57,340,1
2660,15/11/2021,69,12.4,58,240,1
2661,15/11/2021,71,7.852941176,35,230,1
2662,15/11/2021,72,17.36,67,270,1
2663,15/11/2021,73,6.8,24,330,1
2664,15/11/2021,74,10.58,36,250,1
2665,15/11/2021,75,31.08539945,87,920,2
2666,15/11/2021,76,17.53424658,71,360,1
2667,22/11/2021,0,15.85416667,62,370,0
2668,22/11/2021,1,14.26666667,116,610,0
2669,22/11/2021,2,15.70833333,63,350,0
2670,22/11/2021,3,17.95833333,59,370,0
2671,22/11/2021,4,21.625,66,350,0
2672,22/11/2021,5,12.66666667,27,250,0
2673,22/11/2021,6,14.51546392,94,380,0
2674,22/11/2021,7,18.54166667,106,380,0
2675,22/11/2021,8,19.875,75,370,0
2676,22/11/2021,9,14.20833333,69,220,0
2677,22/11/2021,10,34.375,67,220,1
2678,22/11/2021,11,16.95833333,72,250,0
2679,22/11/2021,12,14.79166667,88,450,0
2680,22/11/2021,13,22.20833333,75,280,0
2681,22/11/2021,15,14.375,71,270,0
2682,22/11/2021,19,15.375,68,240,0
2683,22/11/2021,20,16.875,64,260,0
2684,22/11/2021,21,19.29166667,63,230,0
2685,22/11/2021,24,4,61,280,0
2686,22/11/2021,26,17.75,55,180,0
2687,22/11/2021,27,15.375,57,220,0
2688,22/11/2021,29,15.58333333,106,590,0
2689,22/11/2021,33,28.64,82,330,1
2690,22/11/2021,34,22.58333333,95,740,1
2691,22/11/2021,35,27.04166667,95,480,1
2692,22/11/2021,36,24.83333333,66,360,1
2693,22/11/2021,38,27.5,85,350,1
2694,22/11/2021,39,12.33333333,43,220,0
2695,22/11/2021,40,42.375,70,350,1
2696,22/11/2021,41,27.01388889,115,500,1
2697,22/11/2021,43,32.82978723,370,3170,2
2698,22/11/2021,45,18.66666667,99,470,0
2699,22/11/2021,47,46.66666667,57,300,1
2700,22/11/2021,49,27.20833333,74,340,1
2701,22/11/2021,52,22.16666667,32,200,0
2702,22/11/2021,53,19.41666667,56,290,0
2703,22/11/2021,54,18.56849315,43,370,0
2704,22/11/2021,56,18.29166667,125,920,0
2705,22/11/2021,57,20.65306122,86,460,0
2706,22/11/2021,63,7.916666667,46,390,0
2707,22/11/2021,64,11.91666667,42,440,0
2708,22/11/2021,69,12.08333333,52,240,0
2709,22/11/2021,71,7.25,49,480,0
2710,22/11/2021,72,14.75,47,430,0
2711,22/11/2021,73,11.91666667,45,340,0
2712,22/11/2021,74,12.4375,43,230,0
2713,22/11/2021,75,31.68758815,107,740,1
2714,22/11/2021,76,23.34285714,62,380,0
2715,1/12/2021,0,16.10869565,77,360,1
2716,1/12/2021,1,15.76635514,79,390,1
2717,1/12/2021,2,18.86956522,69,320,1
2718,1/12/2021,3,22.47826087,70,330,1
2719,1/12/2021,4,26.82608696,80,350,0
2720,1/12/2021,5,12.08695652,55,220,1
2721,1/12/2021,6,17.91397849,69,290,1
2722,1/12/2021,7,20.95652174,75,370,1
2723,1/12/2021,8,24.26086957,94,380,0
2724,1/12/2021,9,27.66666667,114,470,0
2725,1/12/2021,10,42.20833333,118,490,0
2726,1/12/2021,12,38.20833333,111,350,0
2727,1/12/2021,13,30.7826087,111,440,0
2728,1/12/2021,15,26.95833333,108,390,0
2729,1/12/2021,19,25.79166667,108,390,0
2730,1/12/2021,20,39.7826087,106,350,0
2731,1/12/2021,21,40.08695652,114,420,0
2732,1/12/2021,24,9.260869565,111,360,0
2733,1/12/2021,26,32.56521739,115,360,0
2734,1/12/2021,27,33.65217391,114,400,0
2735,1/12/2021,29,24.47826087,108,390,0
2736,1/12/2021,33,27.20833333,121,480,0
2737,1/12/2021,34,26.82978723,107,790,2
2738,1/12/2021,35,28.625,111,530,0
2739,1/12/2021,36,26.5,101,450,0
2740,1/12/2021,38,30.375,111,380,0
2741,1/12/2021,39,26.91304348,90,390,0
2742,1/12/2021,40,27.79166667,105,440,0
2743,1/12/2021,41,32.69064748,114,440,0
2744,1/12/2021,43,32.4893617,100,1290,2
2745,1/12/2021,45,23.73913043,114,390,0
2746,1/12/2021,47,30.76086957,94,380,0
2747,1/12/2021,49,26.7826087,119,470,0
2748,1/12/2021,52,29.5106383,78,430,0
2749,1/12/2021,53,34.60869565,103,400,0
2750,1/12/2021,54,24.36690647,105,430,0
2751,1/12/2021,56,14.20833333,104,460,0
2752,1/12/2021,57,25.23913043,92,330,0
2753,1/12/2021,63,5.913043478,38,390,1
2754,1/12/2021,64,6.695652174,61,320,1
2755,1/12/2021,69,7.173913043,61,460,1
2756,1/12/2021,71,6.5,37,370,1
2757,1/12/2021,72,11.08695652,55,410,1
2758,1/12/2021,73,5.565217391,51,330,1
2759,1/12/2021,74,9.358490566,43,410,1
2760,1/12/2021,75,33.12847222,100,770,2
2761,1/12/2021,76,27.10714286,110,430,0
2762,8/12/2021,0,34.36363636,82,250,2
2763,8/12/2021,1,35.26315789,111,420,2
2764,8/12/2021,2,32.52272727,102,300,2
2765,8/12/2021,3,38.5,86,330,2
2766,8/12/2021,4,41.59090909,104,320,2
2767,8/12/2021,5,29.36363636,69,260,0
2768,8/12/2021,6,33.78651685,115,300,2
2769,8/12/2021,7,42.09090909,94,310,2
2770,8/12/2021,8,36.95454545,119,340,2
2771,8/12/2021,9,30.86363636,121,300,2
2772,8/12/2021,10,42.75,126,340,2
2773,8/12/2021,12,47.26086957,116,320,2
2774,8/12/2021,13,43.59090909,124,330,2
2775,8/12/2021,15,27.13043478,122,320,0
2776,8/12/2021,19,26,126,300,0
2777,8/12/2021,20,43.63636364,125,310,2
2778,8/12/2021,21,43.40909091,117,310,2
2779,8/12/2021,24,25.13636364,130,310,0
2780,8/12/2021,26,46.86956522,128,320,2
2781,8/12/2021,27,25.54545455,126,340,0
2782,8/12/2021,29,35.31818182,129,510,2
2783,8/12/2021,33,44.65217391,134,360,2
2784,8/12/2021,34,40.91111111,269,1440,1
2785,8/12/2021,35,38.86956522,198,720,2
2786,8/12/2021,36,29.69565217,162,350,2
2787,8/12/2021,37,51,148,460,2
2788,8/12/2021,38,54.34782609,145,430,2
2789,8/12/2021,39,30,113,310,0
2790,8/12/2021,40,32.08695652,132,330,2
2791,8/12/2021,41,40.88721805,143,450,2
2792,8/12/2021,43,53.84444444,464,2760,1
2793,8/12/2021,45,33.77272727,146,440,2
2794,8/12/2021,47,39.47727273,118,300,2
2795,8/12/2021,49,36.18181818,130,340,2
2796,8/12/2021,52,28.5,73,310,0
2797,8/12/2021,53,37,108,320,2
2798,8/12/2021,54,29.02255639,110,320,0
2799,8/12/2021,56,21.39130435,150,400,0
2800,8/12/2021,57,38.68181818,128,420,2
2801,8/12/2021,63,7.545454545,80,330,0
2802,8/12/2021,64,12.68181818,87,300,0
2803,8/12/2021,69,13.09090909,88,280,0
2804,8/12/2021,71,9,89,380,0
2805,8/12/2021,72,13.45454545,102,370,0
2806,8/12/2021,73,14.31818182,72,310,0
2807,8/12/2021,74,11.97727273,87,350,0
2808,8/12/2021,75,44.35893648,305,1580,1
2809,8/12/2021,76,27.47761194,114,360,0
2810,15/12/2021,0,27.06,78,430,0
2811,15/12/2021,1,22.33088235,138,840,2
2812,15/12/2021,2,26.53061224,80,370,0
2813,15/12/2021,3,28.875,79,360,0
2814,15/12/2021,4,32.41666667,84,350,0
2815,15/12/2021,5,17.92,76,230,2
2816,15/12/2021,6,24.37735849,101,420,2
2817,15/12/2021,7,32.54166667,117,620,0
2818,15/12/2021,8,28.52,94,380,0
2819,15/12/2021,9,27.67400881,106,380,0
2820,15/12/2021,10,46.41666667,107,400,0
2821,15/12/2021,12,32.95833333,95,380,0
2822,15/12/2021,13,37.75,108,450,0
2823,15/12/2021,15,19.79166667,109,450,2
2824,15/12/2021,19,21.91666667,114,400,2
2825,15/12/2021,20,36.83333333,117,460,0
2826,15/12/2021,21,26.16,106,360,0
2827,15/12/2021,24,19.92,109,440,2
2828,15/12/2021,26,41.48,104,450,0
2829,15/12/2021,27,20.68,92,390,2
2830,15/12/2021,29,28.625,124,520,0
2831,15/12/2021,33,38.33333333,124,470,0
2832,15/12/2021,34,35.83673469,278,1410,1
2833,15/12/2021,35,32.4,210,760,0
2834,15/12/2021,36,28.79166667,179,470,0
2835,15/12/2021,37,37.84,144,540,0
2836,15/12/2021,38,41.625,127,490,0
2837,15/12/2021,39,26.91666667,91,350,0
2838,15/12/2021,40,34.95833333,118,460,0
2839,15/12/2021,41,47.60544218,372,2060,1
2840,15/12/2021,43,47.55102041,438,2300,1
2841,15/12/2021,45,26.75,130,570,0
2842,15/12/2021,47,37.7,115,400,0
2843,15/12/2021,49,35.68,123,440,0
2844,15/12/2021,52,34.24,80,460,0
2845,15/12/2021,53,34.12,99,390,0
2846,15/12/2021,54,28.30821918,109,430,0
2847,15/12/2021,56,18.29166667,129,490,2
2848,15/12/2021,57,32.22,106,450,0
2849,15/12/2021,63,12.16,72,330,2
2850,15/12/2021,64,17.16,124,530,2
2851,15/12/2021,69,18.66666667,104,440,2
2852,15/12/2021,71,8.291666667,72,270,2
2853,15/12/2021,72,15.125,82,340,2
2854,15/12/2021,73,21.95833333,107,520,2
2855,15/12/2021,74,13.24137931,71,280,2
2856,15/12/2021,75,43.99039781,363,2110,1
2857,15/12/2021,76,29.46575342,121,460,0
2858,22/12/2021,0,32.95833333,81,370,2
2859,22/12/2021,1,30.2,145,490,2
2860,22/12/2021,2,27.27083333,78,340,2
2861,22/12/2021,3,41.33333333,71,310,1
2862,22/12/2021,4,36.54166667,90,350,2
2863,22/12/2021,5,21.95833333,70,270,2
2864,22/12/2021,6,29.17777778,103,330,2
2865,22/12/2021,7,36.95833333,128,350,2
2866,22/12/2021,8,32.125,104,390,2
2867,22/12/2021,10,61,95,340,1
2868,22/12/2021,12,28.5,85,250,2
2869,22/12/2021,13,54.70833333,98,450,1
2870,22/12/2021,15,24.66666667,87,400,2
2871,22/12/2021,19,30.33333333,89,340,2
2872,22/12/2021,20,36.25,97,460,2
2873,22/12/2021,21,29.33333333,92,300,2
2874,22/12/2021,24,14.04166667,91,440,2
2875,22/12/2021,26,43.23684211,96,380,1
2876,22/12/2021,27,30.70833333,78,420,2
2877,22/12/2021,29,31.95833333,109,470,2
2878,22/12/2021,33,43.70833333,128,460,1
2879,22/12/2021,34,55.27083333,369,2770,0
2880,22/12/2021,35,63.625,275,1370,0
2881,22/12/2021,36,51.83333333,195,430,1
2882,22/12/2021,37,44.95833333,128,490,1
2883,22/12/2021,38,45.95833333,137,450,1
2884,22/12/2021,39,30.58333333,95,330,2
2885,22/12/2021,40,51.54166667,137,430,1
2886,22/12/2021,41,65.77707006,360,1890,0
2887,22/12/2021,43,68.85416667,517,2610,0
2888,22/12/2021,45,28.04166667,174,800,2
2889,22/12/2021,47,65.04166667,123,400,1
2890,22/12/2021,49,36.29166667,137,470,2
2891,22/12/2021,52,49.7755102,73,380,1
2892,22/12/2021,53,51.58333333,109,360,1
2893,22/12/2021,54,48.47916667,104,320,1
2894,22/12/2021,56,45.45833333,128,480,1
2895,22/12/2021,57,33.6875,94,400,2
2896,22/12/2021,63,15.29166667,67,400,2
2897,22/12/2021,64,18.625,89,360,2
2898,22/12/2021,69,33.45833333,102,380,2
2899,22/12/2021,71,8,67,510,2
2900,22/12/2021,72,15.16666667,106,580,2
2901,22/12/2021,73,31.41666667,99,340,2
2902,22/12/2021,74,13.72916667,83,540,2
2903,22/12/2021,75,63.93079585,390,2760,0
2904,22/12/2021,76,52.77777778,111,330,1
2905,1/1/2022,0,31.91666667,45,340,2
2906,1/1/2022,1,23.6,79,410,2
2907,1/1/2022,2,19.20833333,80,410,2
2908,1/1/2022,3,21.79166667,51,310,2
2909,1/1/2022,4,28.83333333,83,430,2
2910,1/1/2022,5,23.29166667,59,410,2
2911,1/1/2022,6,17.78125,86,330,2
2912,1/1/2022,7,26.75,71,300,2
2913,1/1/2022,8,22.83333333,88,410,2
2914,1/1/2022,10,18.25,108,460,0
2915,1/1/2022,12,14.29166667,81,450,0
2916,1/1/2022,13,14.45833333,105,430,0
2917,1/1/2022,15,9,114,460,0
2918,1/1/2022,19,7.375,111,470,0
2919,1/1/2022,20,16.95833333,101,470,0
2920,1/1/2022,21,15.33333333,104,440,0
2921,1/1/2022,24,5.875,93,380,0
2922,1/1/2022,26,9.75,109,450,0
2923,1/1/2022,27,11.875,94,430,0
2924,1/1/2022,29,21.58333333,105,490,2
2925,1/1/2022,33,18.66666667,105,430,0
2926,1/1/2022,34,18.20833333,150,720,1
2927,1/1/2022,35,18.75,134,500,0
2928,1/1/2022,36,15.33333333,143,430,0
2929,1/1/2022,37,23,120,490,2
2930,1/1/2022,38,16.66666667,114,460,0
2931,1/1/2022,39,13.41666667,81,370,0
2932,1/1/2022,40,13.04166667,109,450,0
2933,1/1/2022,41,23.11805556,113,410,2
2934,1/1/2022,43,26.14583333,251,1070,1
2935,1/1/2022,44,10.875,105,500,0
2936,1/1/2022,45,19.5,110,430,2
2937,1/1/2022,47,16.41666667,93,410,0
2938,1/1/2022,49,13.16666667,108,430,0
2939,1/1/2022,52,17.47916667,64,290,2
2940,1/1/2022,53,18.33333333,85,400,2
2941,1/1/2022,54,16.24305556,86,380,0
2942,1/1/2022,56,27.70833333,126,430,2
2943,1/1/2022,57,25.47916667,99,450,2
2944,1/1/2022,63,12.20833333,57,310,0
2945,1/1/2022,64,13.875,86,370,0
2946,1/1/2022,69,14.33333333,78,380,0
2947,1/1/2022,71,8,75,320,0
2948,1/1/2022,72,16.625,89,390,0
2949,1/1/2022,73,12.41666667,87,360,0
2950,1/1/2022,74,12.375,87,320,0
2951,1/1/2022,75,24.09576683,150,670,1
2952,1/1/2022,76,15.45833333,96,370,0
2953,8/1/2022,0,24.5625,81,440,0
2954,8/1/2022,1,21.92307692,107,570,0
2955,8/1/2022,2,26.39583333,72,320,0
2956,8/1/2022,3,31.41666667,65,290,0
2957,8/1/2022,4,35.5,67,310,0
2958,8/1/2022,5,14.83333333,40,150,1
2959,8/1/2022,6,25.70833333,116,360,0
2960,8/1/2022,7,31.04166667,97,430,0
2961,8/1/2022,8,42.04166667,93,300,0
2962,8/1/2022,9,12.1875,91,320,1
2963,8/1/2022,10,37,99,380,0
2964,8/1/2022,12,14.08333333,92,320,1
2965,8/1/2022,13,30.04166667,96,380,0
2966,8/1/2022,15,17,96,380,1
2967,8/1/2022,19,14.375,94,360,1
2968,8/1/2022,20,26.20833333,89,330,0
2969,8/1/2022,21,13.14285714,91,320,1
2970,8/1/2022,24,11.08333333,104,440,1
2971,8/1/2022,26,18.08333333,94,390,1
2972,8/1/2022,27,15.5,76,310,1
2973,8/1/2022,29,31.95833333,103,360,0
2974,8/1/2022,33,32.70833333,105,380,0
2975,8/1/2022,34,31.47916667,208,980,0
2976,8/1/2022,35,36.20833333,164,550,0
2977,8/1/2022,36,34.375,148,360,0
2978,8/1/2022,37,37.375,116,400,0
2979,8/1/2022,38,44.41666667,117,440,0
2980,8/1/2022,39,23.91666667,73,250,1
2981,8/1/2022,40,39.2173913,110,320,0
2982,8/1/2022,41,37.10416667,118,330,0
2983,8/1/2022,43,49.77083333,420,1950,2
2984,8/1/2022,44,31.83333333,103,340,0
2985,8/1/2022,45,34.16666667,155,740,0
2986,8/1/2022,47,38.0625,80,250,0
2987,8/1/2022,49,30.04166667,105,350,0
2988,8/1/2022,52,30.08333333,51,250,0
2989,8/1/2022,53,31.41666667,89,300,0
2990,8/1/2022,54,35.02777778,76,280,0
2991,8/1/2022,56,40.125,135,410,0
2992,8/1/2022,57,39.47826087,88,290,0
2993,8/1/2022,63,13.18181818,53,190,1
2994,8/1/2022,64,20.45833333,65,220,1
2995,8/1/2022,69,13.54166667,64,220,1
2996,8/1/2022,71,7.75,61,220,1
2997,8/1/2022,72,12.41666667,69,200,1
2998,8/1/2022,73,13.25,74,280,1
2999,8/1/2022,74,13.75,61,200,1
3000,8/1/2022,75,39.17036011,206,860,0
3001,8/1/2022,76,36.09722222,82,290,0
3002,15/1/2022,0,37.70833333,78,530,0
3003,15/1/2022,1,35.12711864,104,480,0
3004,15/1/2022,2,32.97916667,81,470,0
3005,15/1/2022,3,44.5,83,420,0
3006,15/1/2022,4,40.16666667,90,470,0
3007,15/1/2022,5,23.83333333,42,290,1
3008,15/1/2022,6,34.44660194,122,440,0
3009,15/1/2022,7,44.20833333,86,420,0
3010,15/1/2022,8,43.36363636,118,540,0
3011,15/1/2022,9,28.58333333,93,420,1
3012,15/1/2022,10,44.79166667,110,490,0
3013,15/1/2022,11,24.91666667,114,560,0
3014,15/1/2022,12,27,76,370,1
3015,15/1/2022,13,35.66666667,107,500,0
3016,15/1/2022,15,21.16666667,104,480,1
3017,15/1/2022,19,27.75,93,440,1
3018,15/1/2022,20,29.66666667,111,520,0
3019,15/1/2022,21,21.83333333,90,420,1
3020,15/1/2022,24,31.25,88,450,0
