,date,provinceNo,PM25,O3,CO,cluster
1231,8/3/2021,35,29.11764706,150,660,0
1232,8/3/2021,36,24.83333333,95,400,1
1233,8/3/2021,37,27.77777778,116,530,0
1234,8/3/2021,38,29.91666667,136,560,0
1235,8/3/2021,39,24.46153846,66,510,1
1236,8/3/2021,40,34.20833333,160,560,0
1237,8/3/2021,41,21.43055556,146,420,0
1238,8/3/2021,43,22.34782609,80,290,1
1239,8/3/2021,45,39.91666667,149,610,0
1240,8/3/2021,47,28.875,79,400,1
1241,8/3/2021,49,30.70833333,107,540,0
1242,8/3/2021,52,23.79166667,39,210,1
1243,8/3/2021,53,31.875,89,420,1
1244,8/3/2021,54,16.18055556,46,190,1
1245,8/3/2021,56,30.7826087,123,340,1
1246,8/3/2021,57,89.04166667,117,640,0
1247,8/3/2021,64,16.875,46,180,1
1248,8/3/2021,69,18.58333333,50,180,1
1249,8/3/2021,71,11.40909091,52,190,1
1250,8/3/2021,72,12.20833333,48,180,1
1251,8/3/2021,73,24.91666667,47,180,1
1252,8/3/2021,74,10.9375,56,180,1
1253,8/3/2021,75,23.78771797,160,650,0
1254,8/3/2021,76,18.26760563,76,300,1
1255,15/3/2021,0,114.8958333,80,460,2
1256,15/3/2021,1,74.83333333,127,540,2
1257,15/3/2021,2,59.91836735,80,380,2
1258,15/3/2021,3,66.04,88,380,2
1259,15/3/2021,4,67.8,103,520,2
1260,15/3/2021,5,117,85,320,2
1261,15/3/2021,6,58.1443299,122,370,2
1262,15/3/2021,7,61.76,98,440,2
1263,15/3/2021,8,57.70833333,131,590,0
1264,15/3/2021,9,46.25,145,550,0
1265,15/3/2021,10,53.08333333,129,560,0
1266,15/3/2021,11,59.20833333,101,370,2
1267,15/3/2021,12,44.95833333,94,370,2
1268,15/3/2021,13,60.6,115,420,2
1269,15/3/2021,15,62.54166667,102,400,2
1270,15/3/2021,19,52.91666667,111,380,2
1271,15/3/2021,20,38.68,100,410,2
1272,15/3/2021,21,55.08333333,102,390,2
1273,15/3/2021,24,52.64,101,450,2
1274,15/3/2021,27,91.41666667,81,310,2
1275,15/3/2021,29,60.54166667,90,580,2
1276,15/3/2021,33,34.54166667,159,640,0
1277,15/3/2021,34,23.08333333,152,750,0
1278,15/3/2021,35,35.08333333,199,740,0
1279,15/3/2021,36,39.79166667,160,490,0
1280,15/3/2021,37,47.83333333,217,730,0
1281,15/3/2021,38,54,178,710,0
1282,15/3/2021,39,55.83333333,92,480,2
1283,15/3/2021,40,47.45833333,176,390,0
1284,15/3/2021,41,23.53424658,53,330,1
1285,15/3/2021,43,25.81632653,47,300,1
1286,15/3/2021,45,56.25,108,660,0
1287,15/3/2021,47,41.20408163,74,330,1
1288,15/3/2021,49,40.29166667,156,680,0
1289,15/3/2021,52,26.25,42,230,1
1290,15/3/2021,53,46.91666667,76,300,1
1291,15/3/2021,54,19.92361111,53,230,1
1292,15/3/2021,56,26.41666667,136,420,0
1293,15/3/2021,57,57.83333333,67,390,2
1294,15/3/2021,64,21.66666667,42,200,1
1295,15/3/2021,69,24,58,220,1
1296,15/3/2021,71,14.16666667,47,200,1
1297,15/3/2021,72,15.875,52,210,1
1298,15/3/2021,73,35.54166667,43,200,1
1299,15/3/2021,74,15.06122449,59,210,1
1300,15/3/2021,75,28.09070958,104,530,0
1301,15/3/2021,76,16.56944444,86,300,1
1302,22/3/2021,0,111.125,4,750,2
1303,22/3/2021,1,52.55833333,49,600,0
1304,22/3/2021,2,53.21875,51,350,0
1305,22/3/2021,3,57.16,45,420,0
1306,22/3/2021,4,53.48,65,400,0
1307,22/3/2021,5,136.4583333,55,370,2
1308,22/3/2021,6,57.65306122,50,490,0
1309,22/3/2021,7,45.76,38,580,0
1310,22/3/2021,8,54.33333333,79,450,1
1311,22/3/2021,9,21.41666667,107,460,1
1312,22/3/2021,10,35.45833333,89,440,1
1313,22/3/2021,11,26.875,98,460,1
1314,22/3/2021,12,17.41666667,86,430,1
1315,22/3/2021,13,35.28,87,450,1
1316,22/3/2021,15,30.625,118,470,1
1317,22/3/2021,19,23.83333333,123,440,1
1318,22/3/2021,20,35.48,67,390,0
1319,22/3/2021,21,27.08,95,480,1
1320,22/3/2021,24,47.05555556,87,440,1
1321,22/3/2021,27,45.16666667,142,510,1
1322,22/3/2021,29,47.95833333,81,620,1
1323,22/3/2021,33,40.04166667,88,430,1
1324,22/3/2021,34,29.5,29,660,0
1325,22/3/2021,35,34.61111111,35,570,0
1326,22/3/2021,36,34.54166667,35,450,0
1327,22/3/2021,37,40.16666667,102,550,1
1328,22/3/2021,38,44.33333333,92,470,1
1329,22/3/2021,39,31.91666667,60,360,0
1330,22/3/2021,40,33.54237288,78,490,1
1331,22/3/2021,41,29.35616438,40,480,0
1332,22/3/2021,43,29.10204082,19,690,0
1333,22/3/2021,45,53.33333333,91,620,1
1334,22/3/2021,47,35.10204082,36,440,0
1335,22/3/2021,49,37.83333333,74,430,1
1336,22/3/2021,52,26.3125,12,450,0
1337,22/3/2021,53,39.58333333,47,500,0
1338,22/3/2021,54,19.56164384,23,460,0
1339,22/3/2021,56,21.66666667,64,790,1
1340,22/3/2021,57,66.83333333,70,640,1
1341,22/3/2021,64,14.79166667,35,240,0
1342,22/3/2021,69,28.4,36,220,0
1343,22/3/2021,71,10.25,43,240,0
1344,22/3/2021,72,11.95833333,28,230,0
1345,22/3/2021,73,20.91666667,38,290,0
1346,22/3/2021,74,13.26190476,31,200,0
1347,22/3/2021,75,32,31,620,0
1348,22/3/2021,76,21.55555556,43,460,0
1349,1/4/2021,0,222.7234043,109,440,0
1350,1/4/2021,1,87.28723404,154,570,0
1351,1/4/2021,2,86.19565217,117,410,0
1352,1/4/2021,3,94.52173913,102,410,0
1353,1/4/2021,4,96.17391304,110,390,0
1354,1/4/2021,5,101.3043478,101,320,0
1355,1/4/2021,6,82.08510638,198,370,0
1356,1/4/2021,7,71.86956522,109,430,0
1357,1/4/2021,8,99.16666667,115,390,0
1358,1/4/2021,9,54.16666667,118,410,0
1359,1/4/2021,10,64.4375,120,410,0
1360,1/4/2021,11,48.73913043,125,380,0
1361,1/4/2021,12,80.79166667,159,540,0
1362,1/4/2021,13,32.73913043,73,360,2
1363,1/4/2021,15,28.29166667,68,310,2
1364,1/4/2021,19,49.39130435,116,370,0
1365,1/4/2021,20,57.82608696,118,480,0
1366,1/4/2021,21,99.34782609,144,510,0
1367,1/4/2021,24,47.47826087,120,520,0
1368,1/4/2021,27,42.30434783,55,300,2
1369,1/4/2021,29,85.75,107,480,0
1370,1/4/2021,33,67.95833333,124,460,0
1371,1/4/2021,34,22.42553191,344,1490,1
1372,1/4/2021,35,26.43478261,431,1620,1
1373,1/4/2021,36,35.47826087,252,780,0
1374,1/4/2021,37,93.41666667,159,570,0
1375,1/4/2021,38,100.625,160,580,0
1376,1/4/2021,39,61.20833333,162,560,0
1377,1/4/2021,40,44.2,208,520,0
1378,1/4/2021,41,22.96376812,59,380,2
1379,1/4/2021,43,30.9787234,67,440,2
1380,1/4/2021,45,86.58333333,111,390,0
1381,1/4/2021,47,30.06521739,194,600,0
1382,1/4/2021,49,59.875,126,460,0
1383,1/4/2021,52,19.82608696,27,280,2
1384,1/4/2021,53,29.26086957,88,340,2
1385,1/4/2021,54,12.16,52,300,2
1386,1/4/2021,56,29.69565217,93,340,2
1387,1/4/2021,57,61.04347826,95,380,0
1388,1/4/2021,64,10.91304348,48,320,2
1389,1/4/2021,69,12.52173913,40,380,2
1390,1/4/2021,71,7.958333333,86,370,2
1391,1/4/2021,72,14.43478261,104,460,2
1392,1/4/2021,73,18.34782609,35,300,2
1393,1/4/2021,74,15.34042553,31,320,2
1394,1/4/2021,75,25.94724593,203,880,0
1395,1/4/2021,76,15.27536232,70,290,2
1396,8/4/2021,0,16.38297872,48,530,1
1397,8/4/2021,1,15.39361702,103,800,1
1398,8/4/2021,2,11.73076923,26,440,1
1399,8/4/2021,3,10.86956522,40,440,1
1400,8/4/2021,4,12.69565217,33,480,1
1401,8/4/2021,5,19.60869565,16,330,1
1402,8/4/2021,6,12.62068966,160,420,1
1403,8/4/2021,7,14.86956522,64,540,1
1404,8/4/2021,8,12.20833333,55,540,1
1405,8/4/2021,9,31.875,76,340,0
1406,8/4/2021,10,28.73913043,95,450,0
1407,8/4/2021,11,21.65217391,69,340,1
1408,8/4/2021,12,47.875,79,350,0
1409,8/4/2021,13,34.91304348,106,530,0
1410,8/4/2021,15,33.41666667,76,450,0
1411,8/4/2021,19,37.08695652,85,370,0
1412,8/4/2021,20,12.39130435,51,450,1
1413,8/4/2021,21,47.20833333,70,340,0
1414,8/4/2021,24,9.52173913,59,430,1
1415,8/4/2021,27,53.39130435,94,420,0
1416,8/4/2021,29,8.833333333,42,400,1
1417,8/4/2021,33,23.30434783,61,460,1
1418,8/4/2021,34,21.5106383,522,4100,2
1419,8/4/2021,35,23.17391304,329,1890,2
1420,8/4/2021,36,25.69565217,157,470,0
1421,8/4/2021,37,11.16666667,75,490,1
1422,8/4/2021,38,11.5,88,570,1
1423,8/4/2021,39,13.54166667,45,420,1
1424,8/4/2021,40,31.58333333,217,540,0
1425,8/4/2021,41,35.33093525,442,2520,2
1426,8/4/2021,43,33.80851064,471,2560,2
1427,8/4/2021,45,11.375,74,500,1
1428,8/4/2021,47,31.26086957,143,530,0
1429,8/4/2021,49,11.20833333,74,390,1
1430,8/4/2021,52,34.16666667,39,230,0
1431,8/4/2021,53,29,98,760,0
1432,8/4/2021,54,26.21126761,111,240,0
1433,8/4/2021,56,5.173913043,44,230,1
1434,8/4/2021,57,11.13043478,28,270,1
1435,8/4/2021,64,19.47826087,49,220,1
1436,8/4/2021,69,15.34782609,60,240,1
1437,8/4/2021,71,12.2173913,57,240,1
1438,8/4/2021,72,19.68965517,51,230,1
1439,8/4/2021,73,18.82608696,60,290,1
1440,8/4/2021,74,11.53191489,54,230,1
1441,8/4/2021,75,34.40727782,513,4090,2
1442,8/4/2021,76,27.07246377,158,480,0
1443,15/4/2021,0,37.46341463,57,560,2
1444,15/4/2021,1,25.16049383,93,810,2
1445,15/4/2021,2,20.91489362,32,490,0
1446,15/4/2021,3,17.29166667,60,480,0
1447,15/4/2021,4,17.875,32,600,0
1448,15/4/2021,5,52.625,57,470,2
1449,15/4/2021,6,19.23611111,123,470,0
1450,15/4/2021,7,18.29166667,64,580,0
1451,15/4/2021,8,17.56521739,39,620,0
1452,15/4/2021,9,17.83333333,47,720,0
1453,15/4/2021,10,25.83333333,52,830,2
1454,15/4/2021,11,15.875,42,560,0
1455,15/4/2021,12,27.875,53,650,2
1456,15/4/2021,13,22.45833333,81,410,0
1457,15/4/2021,15,17.04166667,78,370,0
1458,15/4/2021,19,18.04166667,51,560,0
1459,15/4/2021,20,14.54166667,36,640,0
1460,15/4/2021,21,30.375,47,630,2
1461,15/4/2021,24,7.52173913,20,590,0
1462,15/4/2021,27,21.65217391,64,450,0
1463,15/4/2021,29,13.95833333,34,620,0
1464,15/4/2021,33,22.54166667,37,550,0
1465,15/4/2021,34,17.91666667,177,1880,1
1466,15/4/2021,35,22.13043478,339,2550,1
1467,15/4/2021,36,22.45833333,339,1950,1
1468,15/4/2021,37,12.58333333,35,610,0
1469,15/4/2021,38,15.20833333,44,580,0
1470,15/4/2021,39,12.45833333,34,550,0
1471,15/4/2021,40,18.70833333,183,1190,1
1472,15/4/2021,41,19.40425532,35,330,0
1473,15/4/2021,43,17.95833333,55,360,0
1474,15/4/2021,45,17.125,39,530,0
1475,15/4/2021,47,18,91,420,0
1476,15/4/2021,49,10.20833333,39,590,0
1477,15/4/2021,52,17.12765957,47,300,0
1478,15/4/2021,53,22.82608696,68,320,0
1479,15/4/2021,54,17.08333333,55,250,0
1480,15/4/2021,56,4.166666667,38,460,0
1481,15/4/2021,57,19.60869565,23,460,0
1482,15/4/2021,64,8.695652174,40,340,0
1483,15/4/2021,69,16,59,340,0
1484,15/4/2021,71,9.47826087,56,400,0
1485,15/4/2021,72,17.29166667,111,520,0
1486,15/4/2021,73,20.41666667,57,340,0
1487,15/4/2021,74,11.75,54,410,0
1488,15/4/2021,75,20.9371345,117,1030,0
1489,15/4/2021,76,15.55555556,84,360,0
1490,22/4/2021,0,59.4375,76,460,2
1491,22/4/2021,1,42.67021277,134,550,2
1492,22/4/2021,2,28.93478261,68,490,1
1493,22/4/2021,3,26.52173913,57,410,1
1494,22/4/2021,4,26.2173913,65,470,1
1495,22/4/2021,5,46.47826087,56,310,2
1496,22/4/2021,6,26.10638298,200,360,2
1497,22/4/2021,7,35.60869565,131,520,2
1498,22/4/2021,8,33.33333333,82,450,2
1499,22/4/2021,9,31.5,123,520,2
1500,22/4/2021,10,32,120,570,2
1501,22/4/2021,11,17.95652174,105,470,1
1502,22/4/2021,12,39.58333333,81,370,2
1503,22/4/2021,13,17.69565217,92,540,1
1504,22/4/2021,15,12.5,83,380,1
1505,22/4/2021,19,31.66666667,127,500,2
1506,22/4/2021,20,14.95652174,103,560,1
1507,22/4/2021,21,30.56521739,108,440,2
1508,22/4/2021,24,6.913043478,74,540,1
1509,22/4/2021,27,32.39130435,17,370,1
1510,22/4/2021,29,20.33333333,59,360,1
1511,22/4/2021,33,29.625,95,530,2
1512,22/4/2021,34,19.31914894,55,1770,0
1513,22/4/2021,35,23.43478261,102,1290,0
1514,22/4/2021,36,24.26086957,143,580,2
1515,22/4/2021,37,30.29166667,162,860,2
1516,22/4/2021,38,26.20833333,105,580,2
1517,22/4/2021,39,19.375,109,650,2
1518,22/4/2021,40,35.16666667,162,590,2
1519,22/4/2021,41,17.8115942,76,780,1
1520,22/4/2021,43,24.80851064,81,460,1
1521,22/4/2021,45,30.58333333,86,430,2
1522,22/4/2021,47,29.7826087,132,570,2
1523,22/4/2021,49,21.16666667,88,520,1
1524,22/4/2021,52,19.69565217,17,280,1
1525,22/4/2021,53,19.69565217,71,320,1
1526,22/4/2021,54,10.46715328,18,300,1
1527,22/4/2021,56,13.39130435,55,300,1
1528,22/4/2021,57,24.52173913,80,310,1
1529,22/4/2021,64,6.347826087,25,250,1
1530,22/4/2021,69,11.86956522,22,320,1
1531,22/4/2021,71,7,33,200,1
1532,22/4/2021,72,16.73913043,32,240,1
1533,22/4/2021,73,20.95833333,25,330,1
1534,22/4/2021,74,11.06382979,32,210,1
1535,22/4/2021,75,23.90949888,54,1220,0
1536,22/4/2021,76,11.83333333,61,360,1
1537,1/5/2021,0,16.27659574,32,570,2
1538,1/5/2021,1,8.415841584,27,630,1
1539,1/5/2021,2,11.10869565,14,440,1
1540,1/5/2021,3,8.695652174,47,530,1
1541,1/5/2021,4,8.52173913,38,550,1
1542,1/5/2021,5,9.347826087,14,290,1
1543,1/5/2021,6,7.339449541,84,650,0
1544,1/5/2021,7,6.217391304,24,550,1
1545,1/5/2021,8,7.875,47,570,1
1546,1/5/2021,9,15.375,64,450,2
1547,1/5/2021,10,20.34782609,78,570,2
1548,1/5/2021,11,12.41666667,42,550,1
1549,1/5/2021,12,18.5,38,370,2
1550,1/5/2021,13,14.26086957,34,640,1
1551,1/5/2021,15,13.125,40,540,1
1552,1/5/2021,19,21.66666667,55,500,2
1553,1/5/2021,20,6.25,55,540,1
1554,1/5/2021,21,18.13043478,60,390,2
1555,1/5/2021,24,6,46,560,1
1556,1/5/2021,27,21.82608696,40,280,2
1557,1/5/2021,29,6.434782609,77,1040,0
1558,1/5/2021,33,15.66666667,79,1040,0
1559,1/5/2021,34,14.16666667,23,990,1
1560,1/5/2021,35,20.91666667,33,940,2
1561,1/5/2021,36,13.13043478,68,590,2
1562,1/5/2021,37,9.52173913,109,870,0
1563,1/5/2021,38,7.875,93,750,0
1564,1/5/2021,39,6.541666667,29,400,1
1565,1/5/2021,40,17.66666667,85,490,2
1566,1/5/2021,41,18.98561151,42,520,2
1567,1/5/2021,43,17.8125,49,420,2
1568,1/5/2021,45,7.583333333,93,760,0
1569,1/5/2021,47,17.93478261,41,410,2
1570,1/5/2021,49,9.458333333,77,1090,0
1571,1/5/2021,52,20.43478261,27,330,2
1572,1/5/2021,53,12.39130435,45,430,1
1573,1/5/2021,54,15.82178218,66,370,2
1574,1/5/2021,56,8.47826087,60,450,1
1575,1/5/2021,57,11.34782609,49,770,1
1576,1/5/2021,64,13.17391304,58,330,2
1577,1/5/2021,69,16.52173913,42,400,2
1578,1/5/2021,71,11.17391304,30,380,1
1579,1/5/2021,72,19.47826087,54,370,2
1580,1/5/2021,73,22.04166667,31,380,2
1581,1/5/2021,74,11.04081633,39,380,1
1582,1/5/2021,75,20.74577465,33,740,2
1583,1/5/2021,76,17.8115942,43,390,2
1584,8/5/2021,0,16.55319149,58,420,0
1585,8/5/2021,1,17.42708333,93,540,0
1586,8/5/2021,2,18.47916667,37,440,0
1587,8/5/2021,3,23.58333333,42,360,0
1588,8/5/2021,4,28.125,37,570,2
1589,8/5/2021,5,16.16666667,32,280,0
1590,8/5/2021,6,20.57291667,116,350,0
1591,8/5/2021,7,19.375,63,390,0
1592,8/5/2021,8,24.29166667,54,580,0
1593,8/5/2021,9,33.95833333,75,390,2
1594,8/5/2021,10,31.33333333,76,450,2
1595,8/5/2021,11,18.58333333,59,380,0
1596,8/5/2021,12,22.29166667,60,280,0
1597,8/5/2021,13,15.29166667,84,410,0
1598,8/5/2021,15,17.44,72,400,0
1599,8/5/2021,19,38.58333333,84,420,2
1600,8/5/2021,20,17.41666667,49,380,0
1601,8/5/2021,21,35.125,64,360,2
1602,8/5/2021,24,6,48,480,0
1603,8/5/2021,27,43.95833333,77,370,2
1604,8/5/2021,29,15.08333333,48,420,0
1605,8/5/2021,33,20.75,66,600,0
1606,8/5/2021,34,13.72916667,442,3410,1
1607,8/5/2021,35,16.08333333,286,1810,1
1608,8/5/2021,36,12.5,161,730,0
1609,8/5/2021,37,13.45833333,80,660,0
1610,8/5/2021,38,17.125,77,650,0
1611,8/5/2021,39,14.875,40,380,0
1612,8/5/2021,40,19.91666667,120,730,0
1613,8/5/2021,41,26.04861111,398,2800,1
1614,8/5/2021,43,26.64583333,212,1450,2
1615,8/5/2021,45,19.5,58,530,0
1616,8/5/2021,47,25.0212766,148,710,2
1617,8/5/2021,49,16.125,64,500,0
1618,8/5/2021,52,18.44897959,17,390,0
1619,8/5/2021,53,20.91666667,128,590,0
1620,8/5/2021,54,15.60294118,86,650,0
1621,8/5/2021,56,9.291666667,115,500,0
1622,8/5/2021,57,20.66666667,34,410,0
1623,8/5/2021,64,11.33333333,54,200,0
1624,8/5/2021,69,14.29166667,40,220,0
1625,8/5/2021,71,10.17391304,33,320,0
1626,8/5/2021,72,10.625,38,200,0
1627,8/5/2021,73,18.33333333,37,170,0
1628,8/5/2021,74,10,30,210,0
1629,8/5/2021,75,22.82272416,398,2740,1
1630,8/5/2021,76,15.52857143,387,2760,1
1631,15/5/2021,0,20.25,52,360,2
1632,15/5/2021,1,19.01041667,88,410,2
1633,15/5/2021,2,21.08333333,58,400,0
1634,15/5/2021,3,16.20833333,53,340,2
1635,15/5/2021,4,23.61111111,62,370,0
1636,15/5/2021,5,27.83333333,40,260,0
1637,15/5/2021,6,14.26041667,105,310,2
1638,15/5/2021,7,16.16666667,60,330,2
1639,15/5/2021,8,30.75,113,530,0
1640,15/5/2021,9,24.58333333,56,310,0
1641,15/5/2021,10,34.04166667,81,330,0
1642,15/5/2021,11,17.125,74,270,2
1643,15/5/2021,12,21.95833333,21,320,0
1644,15/5/2021,13,20,71,210,2
1645,15/5/2021,15,17.33333333,36,230,2
1646,15/5/2021,19,22.08333333,49,270,0
1647,15/5/2021,20,10.79166667,101,550,1
1648,15/5/2021,21,31.79166667,33,360,0
1649,15/5/2021,24,4,78,450,2
1650,15/5/2021,27,31.20833333,42,420,0
1651,15/5/2021,29,7.833333333,82,430,2
1652,15/5/2021,33,28.875,117,490,0
1653,15/5/2021,34,9.270833333,150,860,1
1654,15/5/2021,35,16.375,176,890,1
1655,15/5/2021,36,12.66666667,135,460,1
1656,15/5/2021,37,17.04166667,168,700,1
1657,15/5/2021,38,16.91666667,163,630,1
1658,15/5/2021,39,15.58333333,64,310,2
1659,15/5/2021,40,20.52941176,91,270,2
1660,15/5/2021,41,12.38888889,35,330,2
1661,15/5/2021,43,18.27083333,34,330,2
1662,15/5/2021,45,11.04166667,135,580,1
1663,15/5/2021,47,17.60416667,58,240,2
1664,15/5/2021,49,15.75,77,390,2
1665,15/5/2021,52,12.91666667,17,180,2
1666,15/5/2021,53,18.875,60,200,2
1667,15/5/2021,54,8.826388889,26,180,2
1668,15/5/2021,56,11.12903226,21,310,2
1669,15/5/2021,57,13.20833333,38,290,2
1670,15/5/2021,64,13.20833333,39,300,2
1671,15/5/2021,69,15.57894737,24,320,2
1672,15/5/2021,71,8.590909091,94,460,2
1673,15/5/2021,72,15.41666667,93,410,2
1674,15/5/2021,73,26.70833333,45,280,0
1675,15/5/2021,74,11.03921569,46,550,2
1676,15/5/2021,75,13.5503876,97,570,1
1677,15/5/2021,76,10.22222222,80,230,2
1678,22/5/2021,0,34.27906977,45,260,2
1679,22/5/2021,1,17.05660377,55,310,0
1680,22/5/2021,2,25.11111111,30,300,2
1681,22/5/2021,3,20.16666667,42,260,2
1682,22/5/2021,4,20.44444444,30,300,2
1683,22/5/2021,5,12,30,260,0
1684,22/5/2021,6,17.33333333,53,250,0
1685,22/5/2021,7,11.77777778,39,250,0
1686,22/5/2021,8,30,28,290,2
1687,22/5/2021,9,29.55555556,71,290,2
1688,22/5/2021,10,23.16666667,76,290,2
1689,22/5/2021,11,11.94444444,92,270,0
1690,22/5/2021,12,26.94444444,80,450,2
1691,22/5/2021,13,15.16666667,59,230,0
1692,22/5/2021,15,9.777777778,51,230,0
1693,22/5/2021,19,19.05555556,69,260,2
1694,22/5/2021,20,19,49,330,2
1695,22/5/2021,24,5,50,500,0
1696,22/5/2021,27,12,38,220,0
1697,22/5/2021,29,7.777777778,32,330,0
1698,22/5/2021,33,13.94444444,37,260,0
1699,22/5/2021,34,5.972222222,141,710,1
1700,22/5/2021,35,6.888888889,258,970,1
1701,22/5/2021,36,4.888888889,258,850,1
1702,22/5/2021,37,10.16666667,32,270,0
1703,22/5/2021,38,10.27777778,35,290,0
1704,22/5/2021,39,14,42,400,0
1705,22/5/2021,40,11.66666667,79,260,0
1706,22/5/2021,41,11.65740741,41,240,0
1707,22/5/2021,43,13.66666667,40,240,0
1708,22/5/2021,45,14.88888889,34,320,0
1709,22/5/2021,47,11.5,183,620,1
1710,22/5/2021,49,8,39,240,0
1711,22/5/2021,52,9.111111111,20,200,0
1712,22/5/2021,53,14.11111111,79,250,0
1713,22/5/2021,54,8.403669725,23,200,0
1714,22/5/2021,56,5,31,170,0
1715,22/5/2021,64,9.555555556,38,220,0
1716,22/5/2021,69,14.27777778,22,220,0
1717,22/5/2021,71,6,64,470,0
1718,22/5/2021,72,16.83333333,70,450,0
1719,22/5/2021,73,18.38888889,24,220,2
1720,22/5/2021,74,9.472222222,88,620,0
1721,22/5/2021,75,11.89463221,87,440,0
1722,22/5/2021,76,8.388888889,46,220,0
1723,1/6/2021,0,10.10869565,40,280,2
1724,1/6/2021,1,10.32258065,79,420,2
1725,1/6/2021,2,11.65217391,34,240,2
1726,1/6/2021,3,8.291666667,39,210,2
1727,1/6/2021,4,10.08695652,42,220,2
1728,1/6/2021,5,8.391304348,37,220,2
1729,1/6/2021,6,8.127659574,42,210,2
1730,1/6/2021,7,5.217391304,54,240,2
1731,1/6/2021,8,7.875,43,210,2
1732,1/6/2021,9,16.75,68,280,0
1733,1/6/2021,10,18.56521739,86,350,0
1734,1/6/2021,11,11,92,250,2
1735,1/6/2021,12,17.75,73,370,0
1736,1/6/2021,13,13.34782609,59,230,0
1737,1/6/2021,15,11.08333333,63,270,2
1738,1/6/2021,19,13.08333333,76,280,0
1739,1/6/2021,20,11.20833333,33,220,2
1740,1/6/2021,24,6.565217391,43,260,2
1741,1/6/2021,27,13.34782609,68,320,0
1742,1/6/2021,29,5.333333333,38,220,2
1743,1/6/2021,33,11.82608696,62,220,2
1744,1/6/2021,34,8.14893617,48,660,2
1745,1/6/2021,35,8.956521739,86,880,2
1746,1/6/2021,36,10.95652174,296,1210,1
1747,1/6/2021,37,7.208333333,61,270,2
1748,1/6/2021,38,6.583333333,64,330,2
1749,1/6/2021,39,9.375,68,330,2
1750,1/6/2021,40,12.83333333,176,390,0
1751,1/6/2021,41,13.40714286,35,240,0
1752,1/6/2021,43,14.82608696,34,220,0
1753,1/6/2021,45,6.833333333,62,350,2
1754,1/6/2021,47,14.86956522,238,840,1
1755,1/6/2021,49,7.916666667,60,210,2
1756,1/6/2021,52,15.25531915,49,340,0
1757,1/6/2021,53,18.08695652,73,260,0
1758,1/6/2021,54,10.65359477,42,240,2
1759,1/6/2021,56,7.173913043,44,190,2
1760,1/6/2021,57,6.47826087,31,190,2
1761,1/6/2021,64,14.34782609,48,330,0
1762,1/6/2021,69,16.2173913,55,360,0
1763,1/6/2021,71,16.04761905,51,540,0
1764,1/6/2021,72,24.03448276,72,460,0
1765,1/6/2021,73,21.60869565,36,220,0
1766,1/6/2021,74,12.12765957,23,310,2
1767,1/6/2021,75,13.69559132,43,420,0
1768,1/6/2021,76,11.36231884,48,200,2
1769,8/6/2021,0,19.53658537,15,220,2
1770,8/6/2021,1,14.4047619,21,330,1
1771,8/6/2021,2,12.93617021,20,200,1
1772,8/6/2021,3,14.34782609,17,230,1
1773,8/6/2021,4,13.17391304,28,250,1
1774,8/6/2021,5,6.652173913,16,180,1
1775,8/6/2021,6,11.05319149,26,200,1
1776,8/6/2021,7,10.65217391,15,280,1
1777,8/6/2021,8,10.75,33,270,1
1778,8/6/2021,9,8.625,55,330,1
1779,8/6/2021,10,18.26086957,52,260,2
1780,8/6/2021,11,10.04166667,53,200,1
1781,8/6/2021,12,7.166666667,19,270,1
1782,8/6/2021,13,13.82608696,74,260,2
1783,8/6/2021,15,7.375,51,190,1
1784,8/6/2021,19,11.375,51,310,1
1785,8/6/2021,20,10,28,220,1
1786,8/6/2021,21,7.782608696,27,290,1
1787,8/6/2021,24,5.173913043,24,310,1
1788,8/6/2021,27,6.956521739,33,180,1
1789,8/6/2021,29,7.875,37,190,1
1790,8/6/2021,33,10.125,44,180,1
1791,8/6/2021,34,6.083333333,18,600,0
1792,8/6/2021,35,7.043478261,18,800,0
1793,8/6/2021,36,7.416666667,38,650,0
1794,8/6/2021,37,9.375,45,220,1
1795,8/6/2021,38,9.625,36,250,1
1796,8/6/2021,39,7.458333333,36,200,1
1797,8/6/2021,41,11,46,210,1
1798,8/6/2021,43,12.125,44,200,1
1799,8/6/2021,45,9.041666667,31,240,1
1800,8/6/2021,47,8.608695652,57,870,0
1801,8/6/2021,49,7.416666667,44,190,1
1802,8/6/2021,52,8.456521739,35,160,1
1803,8/6/2021,53,14.7826087,47,200,2
1804,8/6/2021,54,7.267605634,43,160,1
1805,8/6/2021,56,8.043478261,37,180,1
1806,8/6/2021,57,4,32,210,1
1807,8/6/2021,64,10.08695652,40,180,1
1808,8/6/2021,69,16,56,200,2
1809,8/6/2021,71,10.47826087,45,260,1
1810,8/6/2021,72,18.47826087,68,300,2
1811,8/6/2021,73,21.04166667,36,180,2
1812,8/6/2021,74,15.29787234,42,310,2
1813,8/6/2021,75,11.31994261,33,380,1
1814,8/6/2021,76,6.342857143,45,180,1
1815,15/6/2021,0,6.8125,36,220,0
1816,15/6/2021,1,6.788990826,37,240,0
1817,15/6/2021,2,5.957446809,31,220,0
1818,15/6/2021,3,6.75,55,170,0
1819,15/6/2021,4,9,32,310,0
1820,15/6/2021,5,4.833333333,24,180,0
1821,15/6/2021,6,6.302083333,30,180,0
1822,15/6/2021,7,7.125,26,200,0
1823,15/6/2021,8,8.458333333,40,300,0
